Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
4972,04-01-2025,02-01-2025,02-01-2025 14:36,Hyderabad,102,Robbery,23,M,Knife,Property Crime,6,1,25-03-2025
4973,05-09-2024,04-09-2024,04-09-2024 03:02,Mumbai,101,Theft,33,M,None,Property Crime,2,0,
4974,01-08-2025,30-07-2025,30-07-2025 03:20,Pune,101,Theft,25,M,Other,Property Crime,8,0,
4975,07-07-2025,05-07-2025,05-07-2025 20:46,Chennai,107,Terrorism,25,M,Explosives,Violent Crime,20,0,
4976,12-10-2024,10-10-2024,10-10-2024 07:14,Kolkata,106,Kidnapping,34,M,Blunt Object,Violent Crime,3,1,06-11-2024
4977,16-01-2025,16-01-2025,16-01-2025 01:31,Chennai,105,Vandalism,37,F,None,Property Crime,5,1,01-03-2025
4978,18-08-2024,18-08-2024,18-08-2024 22:35,Bangalore,102,Robbery,38,M,Blunt Object,Property Crime,6,0,
4979,01-01-2025,30-12-2024,30-12-2024 23:33,Chennai,104,Cyber Crime,30,F,None,Other Crime,8,0,
4980,18-08-2024,17-08-2024,17-08-2024 19:43,Mumbai,106,Kidnapping,24,F,None,Violent Crime,8,0,
4981,01-04-2025,30-03-2025,30-03-2025 16:35,Bangalore,100,Assault,32,M,None,Violent Crime,8,0,
4982,14-08-2024,14-08-2024,14-08-2024 18:19,Kolkata,100,Assault,43,F,Knife,Violent Crime,7,0,
4983,21-11-2024,19-11-2024,19-11-2024 23:22,Mumbai,104,Cyber Crime,40,M,None,Other Crime,7,1,19-05-2025
4984,25-06-2025,25-06-2025,25-06-2025 01:58,Delhi,102,Robbery,25,M,Knife,Property Crime,6,0,
4985,30-06-2025,28-06-2025,28-06-2025 07:58,Hyderabad,101,Theft,28,M,None,Property Crime,2,1,25-07-2025
4986,22-08-2024,21-08-2024,21-08-2024 00:49,Pune,100,Assault,14,M,Blunt Object,Violent Crime,6,1,27-08-2024
4987,12-06-2025,09-06-2025,09-06-2025 03:07,Chennai,100,Assault,35,M,None,Violent Crime,6,1,19-07-2025
4988,13-04-2025,12-04-2025,12-04-2025 21:58,Delhi,101,Theft,14,M,Other,Property Crime,6,0,
4989,06-02-2025,05-02-2025,05-02-2025 09:22,Delhi,105,Vandalism,15,M,None,Property Crime,4,0,
4990,21-08-2024,20-08-2024,20-08-2024 12:21,Mumbai,102,Robbery,21,M,Knife,Property Crime,6,0,
4991,08-09-2024,06-09-2024,06-09-2024 10:12,Chennai,105,Vandalism,32,M,Other,Property Crime,8,0,
4992,05-07-2025,03-07-2025,03-07-2025 17:39,Ahmedabad,101,Theft,30,F,None,Property Crime,7,0,
4993,23-01-2025,22-01-2025,22-01-2025 07:15,Delhi,102,Robbery,42,M,Knife,Property Crime,5,1,07-07-2025
4994,18-07-2025,16-07-2025,16-07-2025 13:16,Pune,100,Assault,37,M,Knife,Violent Crime,6,1,01-08-2025
4995,23-03-2025,20-03-2025,20-03-2025 23:39,Hyderabad,101,Theft,32,M,None,Property Crime,6,0,
4996,08-01-2025,06-01-2025,06-01-2025 14:00,Bangalore,102,Robbery,32,F,Firearm,Property Crime,10,0,
4997,16-09-2024,15-09-2024,15-09-2024 07:47,Delhi,100,Assault,27,M,Knife,Violent Crime,6,0,
4998,20-02-2025,19-02-2025,19-02-2025 10:36,Bangalore,106,Kidnapping,36,M,None,Violent Crime,6,0,
4999,13-11-2024,12-11-2024,12-11-2024 09:17,Bangalore,103,Homicide,16,M,Knife,Violent Crime,15,0,
5000,16-02-2025,13-02-2025,13-02-2025 20:46,Hyderabad,101,Theft,40,M,None,Property Crime,6,0,
5001,31-03-2025,28-03-2025,28-03-2025 20:19,Bangalore,102,Robbery,29,M,Blunt Object,Property Crime,7,0,
5002,06-12-2024,04-12-2024,04-12-2024 09:15,Mumbai,100,Assault,32,M,None,Violent Crime,5,0,
5003,07-12-2024,06-12-2024,06-12-2024 02:53,Mumbai,101,Theft,19,F,None,Property Crime,8,1,03-01-2025
5004,04-12-2024,01-12-2024,01-12-2024 11:50,Mumbai,103,Homicide,31,F,Firearm,Violent Crime,15,0,
5005,31-03-2025,31-03-2025,31-03-2025 23:16,Kolkata,101,Theft,28,M,Other,Property Crime,6,0,
5006,12-03-2025,09-03-2025,09-03-2025 19:48,Bangalore,101,Theft,26,M,None,Property Crime,5,0,
5007,13-11-2024,12-11-2024,12-11-2024 03:28,Ahmedabad,103,Homicide,40,M,Knife,Violent Crime,15,1,30-07-2025
5008,08-04-2025,06-04-2025,06-04-2025 23:55,Kolkata,104,Cyber Crime,25,F,None,Other Crime,8,1,02-07-2025
5009,17-01-2025,16-01-2025,16-01-2025 17:17,Mumbai,103,Homicide,27,F,Knife,Violent Crime,15,0,
5010,03-03-2025,01-03-2025,01-03-2025 19:10,Chennai,106,Kidnapping,34,M,None,Violent Crime,7,0,
5011,25-06-2025,25-06-2025,25-06-2025 03:31,Ahmedabad,103,Homicide,36,M,Firearm,Violent Crime,15,1,29-07-2025
5012,04-09-2024,04-09-2024,04-09-2024 01:09,Hyderabad,101,Theft,29,M,None,Property Crime,5,0,
5013,24-08-2024,23-08-2024,23-08-2024 06:34,Chennai,100,Assault,28,M,None,Violent Crime,6,0,
5014,12-05-2025,12-05-2025,12-05-2025 02:10,Hyderabad,107,Terrorism,44,F,Firearm,Violent Crime,20,1,02-08-2025
5015,24-04-2025,21-04-2025,21-04-2025 22:40,Mumbai,101,Theft,39,F,None,Property Crime,3,1,22-06-2025
5016,04-03-2025,03-03-2025,03-03-2025 06:56,Chennai,102,Robbery,21,F,Knife,Property Crime,6,0,
5017,21-10-2024,19-10-2024,19-10-2024 22:10,Mumbai,103,Homicide,19,F,Poison,Violent Crime,15,1,09-05-2025
5018,12-05-2025,10-05-2025,10-05-2025 00:44,Kolkata,100,Assault,15,F,None,Violent Crime,8,1,19-05-2025
5019,11-04-2025,08-04-2025,08-04-2025 11:09,Mumbai,101,Theft,31,M,Other,Property Crime,7,0,
5020,14-10-2024,14-10-2024,14-10-2024 12:13,Mumbai,106,Kidnapping,36,M,Blunt Object,Violent Crime,6,1,07-06-2025
5021,06-03-2025,03-03-2025,03-03-2025 07:12,Kolkata,100,Assault,29,M,Knife,Violent Crime,6,0,
5022,15-05-2025,15-05-2025,15-05-2025 19:15,Bangalore,102,Robbery,22,F,Blunt Object,Property Crime,3,0,
5023,12-07-2025,10-07-2025,10-07-2025 06:52,Jaipur,100,Assault,37,F,None,Violent Crime,8,1,31-07-2025
5024,16-06-2025,16-06-2025,16-06-2025 19:37,Mumbai,104,Cyber Crime,33,F,None,Other Crime,8,0,
5025,13-03-2025,12-03-2025,12-03-2025 12:02,Kolkata,103,Homicide,38,M,Poison,Violent Crime,15,0,
5026,04-10-2024,03-10-2024,03-10-2024 07:22,Mumbai,101,Theft,17,M,Other,Property Crime,5,1,08-07-2025
5027,29-09-2024,27-09-2024,27-09-2024 06:02,Mumbai,104,Cyber Crime,22,M,None,Other Crime,8,1,05-02-2025
5028,24-01-2025,24-01-2025,24-01-2025 01:46,Delhi,103,Homicide,49,M,Poison,Violent Crime,15,0,
5029,26-12-2024,25-12-2024,25-12-2024 07:58,Bangalore,100,Assault,39,M,None,Violent Crime,3,1,22-06-2025
5030,01-11-2024,30-10-2024,30-10-2024 19:00,Ahmedabad,107,Terrorism,14,M,Firearm,Violent Crime,20,0,
5031,27-09-2024,24-09-2024,24-09-2024 17:14,Bangalore,100,Assault,28,M,Knife,Violent Crime,6,0,
5032,27-09-2024,24-09-2024,24-09-2024 14:11,Mumbai,107,Terrorism,25,M,Firearm,Violent Crime,20,1,27-03-2025
5033,27-07-2025,24-07-2025,24-07-2025 21:22,Kolkata,102,Robbery,23,F,Firearm,Property Crime,10,0,
5034,31-10-2024,30-10-2024,30-10-2024 10:59,Mumbai,104,Cyber Crime,18,F,None,Other Crime,2,1,13-06-2025
5035,18-12-2024,16-12-2024,16-12-2024 02:14,Delhi,100,Assault,31,F,None,Violent Crime,4,0,
5036,06-01-2025,04-01-2025,04-01-2025 02:26,Mumbai,105,Vandalism,25,M,Other,Property Crime,3,0,
5037,14-05-2025,14-05-2025,14-05-2025 12:36,Hyderabad,100,Assault,10,M,None,Violent Crime,2,0,
5038,10-12-2024,09-12-2024,09-12-2024 06:50,Ahmedabad,104,Cyber Crime,21,M,None,Other Crime,2,1,26-03-2025
5039,09-09-2024,07-09-2024,07-09-2024 02:27,Hyderabad,100,Assault,29,F,None,Violent Crime,4,1,06-07-2025
5040,19-08-2024,19-08-2024,19-08-2024 01:43,Chennai,101,Theft,45,F,Other,Property Crime,7,1,30-08-2024
5041,26-09-2024,25-09-2024,25-09-2024 03:26,Mumbai,106,Kidnapping,38,M,None,Violent Crime,3,0,
5042,04-02-2025,03-02-2025,03-02-2025 07:11,Mumbai,104,Cyber Crime,13,M,None,Other Crime,5,0,
5043,12-03-2025,10-03-2025,10-03-2025 22:35,Kolkata,104,Cyber Crime,30,M,None,Other Crime,3,1,03-07-2025
5044,22-06-2025,22-06-2025,22-06-2025 16:25,Chennai,101,Theft,22,F,Other,Property Crime,4,1,29-07-2025
5045,06-11-2024,06-11-2024,06-11-2024 12:02,Bangalore,102,Robbery,35,M,Firearm,Property Crime,10,1,03-05-2025
5046,21-10-2024,21-10-2024,21-10-2024 07:10,Delhi,100,Assault,38,M,Blunt Object,Violent Crime,5,0,
5047,25-02-2025,23-02-2025,23-02-2025 15:57,Hyderabad,101,Theft,34,M,None,Property Crime,4,1,03-08-2025
5048,02-09-2024,31-08-2024,31-08-2024 01:07,Mumbai,101,Theft,24,M,None,Property Crime,6,1,31-07-2025
5049,01-07-2025,30-06-2025,30-06-2025 17:53,Delhi,107,Terrorism,14,F,Firearm,Violent Crime,20,0,
5050,31-01-2025,28-01-2025,28-01-2025 19:01,Bangalore,101,Theft,24,M,None,Property Crime,7,0,
5051,16-03-2025,15-03-2025,15-03-2025 02:10,Hyderabad,101,Theft,30,F,Other,Property Crime,7,0,
5052,26-01-2025,25-01-2025,25-01-2025 09:33,Pune,101,Theft,36,M,Other,Property Crime,6,1,06-06-2025
5053,08-08-2024,08-08-2024,08-08-2024 07:29,Mumbai,105,Vandalism,24,M,None,Property Crime,5,0,
5054,23-11-2024,21-11-2024,21-11-2024 03:38,Delhi,103,Homicide,24,F,Firearm,Violent Crime,15,1,23-12-2024
5055,31-03-2025,29-03-2025,29-03-2025 22:28,Pune,103,Homicide,38,F,Poison,Violent Crime,15,0,
5056,07-12-2024,06-12-2024,06-12-2024 22:12,Mumbai,100,Assault,29,M,Knife,Violent Crime,7,1,10-05-2025
5057,07-08-2024,07-08-2024,07-08-2024 19:34,Mumbai,101,Theft,36,F,Other,Property Crime,7,0,
5058,26-12-2024,23-12-2024,23-12-2024 01:56,Delhi,100,Assault,25,M,Knife,Violent Crime,6,0,
5059,27-12-2024,24-12-2024,24-12-2024 07:13,Hyderabad,104,Cyber Crime,20,M,None,Other Crime,8,1,04-03-2025
5060,15-03-2025,14-03-2025,14-03-2025 10:43,Chennai,101,Theft,28,F,Other,Property Crime,5,1,25-06-2025
5061,08-11-2024,08-11-2024,08-11-2024 02:16,Delhi,100,Assault,39,F,None,Violent Crime,5,0,
5062,13-09-2024,11-09-2024,11-09-2024 21:32,Mumbai,101,Theft,16,M,None,Property Crime,2,1,18-09-2024
5063,24-08-2024,21-08-2024,21-08-2024 06:53,Bangalore,101,Theft,25,M,Other,Property Crime,2,0,
5064,29-11-2024,26-11-2024,26-11-2024 14:53,Ahmedabad,100,Assault,19,F,Blunt Object,Violent Crime,6,0,
5065,23-10-2024,21-10-2024,21-10-2024 20:17,Chennai,101,Theft,15,F,None,Property Crime,5,0,
5066,25-02-2025,25-02-2025,25-02-2025 14:50,Mumbai,101,Theft,36,F,Other,Property Crime,2,0,
5067,12-10-2024,10-10-2024,10-10-2024 02:43,Bangalore,100,Assault,33,F,None,Violent Crime,5,0,
5068,01-04-2025,29-03-2025,29-03-2025 22:30,Mumbai,100,Assault,19,M,None,Violent Crime,4,1,23-06-2025
5069,05-12-2024,04-12-2024,04-12-2024 18:21,Bangalore,100,Assault,33,F,Knife,Violent Crime,4,1,28-12-2024
5070,25-03-2025,22-03-2025,22-03-2025 14:05,Mumbai,102,Robbery,17,M,Blunt Object,Property Crime,8,0,
5071,14-06-2025,13-06-2025,13-06-2025 03:32,Chennai,104,Cyber Crime,34,F,None,Other Crime,4,1,24-06-2025
5072,09-07-2025,06-07-2025,06-07-2025 14:45,Bangalore,100,Assault,43,M,None,Violent Crime,3,0,
5073,21-07-2025,21-07-2025,21-07-2025 12:08,Kolkata,100,Assault,43,M,None,Violent Crime,5,0,
5074,28-11-2024,26-11-2024,26-11-2024 02:59,Delhi,105,Vandalism,20,M,Other,Property Crime,6,0,
5075,27-07-2025,25-07-2025,25-07-2025 20:37,Kolkata,100,Assault,21,M,Knife,Violent Crime,3,0,
5076,13-10-2024,11-10-2024,11-10-2024 16:07,Bangalore,102,Robbery,51,M,Knife,Property Crime,4,0,
5077,01-02-2025,01-02-2025,01-02-2025 09:47,Delhi,100,Assault,45,M,Blunt Object,Violent Crime,3,1,13-02-2025
5078,15-05-2025,13-05-2025,13-05-2025 19:12,Ahmedabad,100,Assault,24,M,Knife,Violent Crime,2,1,24-07-2025
5079,30-01-2025,27-01-2025,27-01-2025 18:10,Mumbai,101,Theft,17,M,Other,Property Crime,5,1,12-04-2025
5080,18-11-2024,18-11-2024,18-11-2024 03:03,Ahmedabad,101,Theft,38,F,None,Property Crime,7,1,09-05-2025
5081,26-04-2025,23-04-2025,23-04-2025 07:46,Hyderabad,100,Assault,31,M,None,Violent Crime,8,0,
5082,09-12-2024,07-12-2024,07-12-2024 03:48,Chennai,101,Theft,34,M,None,Property Crime,4,1,06-07-2025
5083,17-02-2025,17-02-2025,17-02-2025 01:57,Kolkata,100,Assault,30,F,None,Violent Crime,7,0,
5084,07-12-2024,04-12-2024,04-12-2024 23:31,Pune,100,Assault,26,M,None,Violent Crime,6,0,
5085,15-03-2025,13-03-2025,13-03-2025 15:54,Ahmedabad,102,Robbery,18,F,Firearm,Property Crime,10,1,01-08-2025
5086,18-04-2025,17-04-2025,17-04-2025 10:01,Mumbai,104,Cyber Crime,28,F,None,Other Crime,5,1,27-04-2025
5087,17-03-2025,14-03-2025,14-03-2025 22:57,Mumbai,102,Robbery,42,F,Knife,Property Crime,8,1,09-07-2025
5088,18-09-2024,17-09-2024,17-09-2024 01:33,Bangalore,101,Theft,21,M,Other,Property Crime,3,0,
5089,11-06-2025,11-06-2025,11-06-2025 16:42,Pune,100,Assault,11,M,Knife,Violent Crime,7,0,
5090,02-06-2025,01-06-2025,01-06-2025 23:03,Kolkata,100,Assault,22,M,Blunt Object,Violent Crime,2,1,09-07-2025
5091,29-10-2024,27-10-2024,27-10-2024 23:48,Ahmedabad,105,Vandalism,19,F,Other,Property Crime,8,0,
5092,22-06-2025,20-06-2025,20-06-2025 19:58,Hyderabad,102,Robbery,31,F,Knife,Property Crime,8,1,21-06-2025
5093,15-05-2025,12-05-2025,12-05-2025 01:58,Hyderabad,100,Assault,19,F,Blunt Object,Violent Crime,6,1,14-07-2025
5094,21-12-2024,21-12-2024,21-12-2024 03:22,Bangalore,100,Assault,25,M,None,Violent Crime,2,0,
5095,10-09-2024,09-09-2024,09-09-2024 20:47,Bangalore,101,Theft,27,F,None,Property Crime,4,0,
5096,06-01-2025,04-01-2025,04-01-2025 10:53,Bangalore,107,Terrorism,30,F,Firearm,Violent Crime,20,1,10-07-2025
5097,11-06-2025,09-06-2025,09-06-2025 03:36,Mumbai,102,Robbery,30,F,Blunt Object,Property Crime,4,1,24-06-2025
5098,25-12-2024,23-12-2024,23-12-2024 18:24,Bangalore,102,Robbery,35,F,Firearm,Property Crime,10,1,26-05-2025
5099,04-02-2025,02-02-2025,02-02-2025 18:58,Mumbai,104,Cyber Crime,25,M,None,Other Crime,4,1,16-05-2025
5100,15-06-2025,12-06-2025,12-06-2025 12:48,Hyderabad,104,Cyber Crime,43,M,None,Other Crime,2,1,30-07-2025
5101,15-12-2024,15-12-2024,15-12-2024 03:03,Mumbai,106,Kidnapping,26,F,Blunt Object,Violent Crime,8,0,
5102,17-11-2024,15-11-2024,15-11-2024 00:46,Kolkata,101,Theft,38,M,None,Property Crime,4,0,
5103,26-04-2025,26-04-2025,26-04-2025 11:43,Ahmedabad,103,Homicide,10,F,Firearm,Violent Crime,15,0,
5104,11-02-2025,08-02-2025,08-02-2025 10:58,Delhi,104,Cyber Crime,39,F,None,Other Crime,3,1,09-04-2025
5105,01-03-2025,27-02-2025,27-02-2025 15:30,Delhi,100,Assault,43,M,None,Violent Crime,6,0,
5106,20-06-2025,20-06-2025,20-06-2025 06:29,Mumbai,103,Homicide,47,F,Poison,Violent Crime,15,0,
5107,14-05-2025,11-05-2025,11-05-2025 19:18,Bangalore,100,Assault,29,M,None,Violent Crime,5,0,
5108,22-06-2025,21-06-2025,21-06-2025 20:44,Delhi,101,Theft,35,M,None,Property Crime,3,0,
5109,18-01-2025,15-01-2025,15-01-2025 18:30,Pune,104,Cyber Crime,23,F,None,Other Crime,5,1,20-04-2025
5110,24-11-2024,23-11-2024,23-11-2024 02:26,Ahmedabad,104,Cyber Crime,18,F,None,Other Crime,7,1,05-06-2025
5111,29-04-2025,27-04-2025,27-04-2025 21:06,Chennai,106,Kidnapping,29,M,Blunt Object,Violent Crime,4,1,27-05-2025
5112,19-02-2025,16-02-2025,16-02-2025 18:47,Mumbai,102,Robbery,33,F,Blunt Object,Property Crime,6,1,19-04-2025
5113,09-10-2024,06-10-2024,06-10-2024 18:07,Bangalore,103,Homicide,34,F,Knife,Violent Crime,15,0,
5114,23-02-2025,22-02-2025,22-02-2025 09:49,Chennai,100,Assault,27,F,Knife,Violent Crime,4,0,
5115,26-04-2025,26-04-2025,26-04-2025 22:42,Bangalore,101,Theft,36,M,None,Property Crime,6,0,
5116,25-08-2024,23-08-2024,23-08-2024 10:04,Jaipur,103,Homicide,35,M,Firearm,Violent Crime,15,0,
5117,01-06-2025,29-05-2025,29-05-2025 02:28,Kolkata,104,Cyber Crime,38,F,None,Other Crime,6,1,04-06-2025
5118,04-10-2024,03-10-2024,03-10-2024 10:56,Hyderabad,106,Kidnapping,37,M,Blunt Object,Violent Crime,5,1,21-11-2024
5119,12-09-2024,09-09-2024,09-09-2024 17:42,Ludhiana,107,Terrorism,38,F,Firearm,Violent Crime,20,0,
5120,03-07-2025,03-07-2025,03-07-2025 18:51,Chennai,104,Cyber Crime,27,M,None,Other Crime,2,0,
5121,31-08-2024,29-08-2024,29-08-2024 08:09,Bangalore,100,Assault,45,M,Knife,Violent Crime,7,0,
5122,15-05-2025,14-05-2025,14-05-2025 23:43,Chennai,102,Robbery,31,F,Firearm,Property Crime,10,1,17-05-2025
5123,10-11-2024,07-11-2024,07-11-2024 15:34,Pune,102,Robbery,23,F,Knife,Property Crime,7,1,30-12-2024
5124,05-06-2025,02-06-2025,02-06-2025 14:11,Bangalore,100,Assault,10,M,Blunt Object,Violent Crime,7,0,
5125,16-11-2024,15-11-2024,15-11-2024 06:21,Chennai,104,Cyber Crime,24,F,None,Other Crime,4,0,
5126,24-12-2024,23-12-2024,23-12-2024 11:24,Delhi,107,Terrorism,41,M,Firearm,Violent Crime,20,1,23-05-2025
5127,27-06-2025,26-06-2025,26-06-2025 15:17,Bangalore,102,Robbery,23,F,Firearm,Property Crime,10,1,21-07-2025
5128,29-11-2024,28-11-2024,28-11-2024 21:31,Bangalore,104,Cyber Crime,32,M,None,Other Crime,7,1,19-06-2025
5129,28-11-2024,28-11-2024,28-11-2024 19:02,Delhi,100,Assault,10,M,None,Violent Crime,8,1,08-01-2025
5130,30-07-2025,29-07-2025,29-07-2025 22:06,Delhi,101,Theft,33,M,Other,Property Crime,5,0,
5131,14-09-2024,13-09-2024,13-09-2024 14:26,Kolkata,100,Assault,10,F,None,Violent Crime,8,1,15-04-2025
5132,15-12-2024,14-12-2024,14-12-2024 02:19,Kolkata,104,Cyber Crime,40,M,None,Other Crime,2,1,28-12-2024
5133,19-11-2024,19-11-2024,19-11-2024 11:40,Mumbai,104,Cyber Crime,17,M,None,Other Crime,8,1,14-01-2025
5134,30-04-2025,27-04-2025,27-04-2025 09:05,Pune,100,Assault,19,F,Blunt Object,Violent Crime,8,1,28-04-2025
5135,28-10-2024,27-10-2024,27-10-2024 00:40,Kolkata,103,Homicide,29,M,Knife,Violent Crime,15,0,
5136,24-10-2024,21-10-2024,21-10-2024 15:00,Hyderabad,101,Theft,31,F,Other,Property Crime,3,1,30-11-2024
5137,06-12-2024,03-12-2024,03-12-2024 03:30,Delhi,100,Assault,21,M,Blunt Object,Violent Crime,5,0,
5138,02-12-2024,02-12-2024,02-12-2024 01:08,Mumbai,100,Assault,36,M,None,Violent Crime,6,0,
5139,08-02-2025,05-02-2025,05-02-2025 01:08,Kolkata,101,Theft,32,F,Other,Property Crime,8,1,15-05-2025
5140,16-04-2025,15-04-2025,15-04-2025 22:34,Hyderabad,101,Theft,41,M,None,Property Crime,7,1,23-07-2025
5141,30-12-2024,28-12-2024,28-12-2024 17:17,Mumbai,101,Theft,21,M,Other,Property Crime,3,0,
5142,12-06-2025,09-06-2025,09-06-2025 20:05,Delhi,101,Theft,15,F,Other,Property Crime,2,0,
5143,12-12-2024,10-12-2024,10-12-2024 00:37,Mumbai,103,Homicide,26,M,Firearm,Violent Crime,15,0,
5144,24-07-2025,23-07-2025,23-07-2025 08:13,Delhi,105,Vandalism,38,M,Other,Property Crime,6,0,
5145,12-09-2024,09-09-2024,09-09-2024 21:44,Jaipur,107,Terrorism,38,M,Firearm,Violent Crime,20,1,07-10-2024
5146,14-02-2025,12-02-2025,12-02-2025 13:46,Ahmedabad,102,Robbery,37,M,Blunt Object,Property Crime,8,0,
5147,20-11-2024,19-11-2024,19-11-2024 11:18,Kolkata,100,Assault,25,M,None,Violent Crime,7,0,
5148,29-08-2024,29-08-2024,29-08-2024 13:20,Pune,103,Homicide,37,F,Knife,Violent Crime,15,1,14-11-2024
5149,17-04-2025,17-04-2025,17-04-2025 19:42,Mumbai,100,Assault,42,M,Knife,Violent Crime,5,1,07-07-2025
5150,04-07-2025,04-07-2025,04-07-2025 19:30,Ahmedabad,104,Cyber Crime,12,M,None,Other Crime,4,0,
5151,07-05-2025,07-05-2025,07-05-2025 14:15,Pune,107,Terrorism,41,F,Explosives,Violent Crime,20,0,
5152,29-01-2025,27-01-2025,27-01-2025 18:10,Delhi,103,Homicide,41,M,Knife,Violent Crime,15,0,
5153,19-04-2025,19-04-2025,19-04-2025 06:21,Bangalore,100,Assault,11,M,Knife,Violent Crime,8,0,
5154,26-07-2025,26-07-2025,26-07-2025 21:27,Jaipur,100,Assault,15,M,Blunt Object,Violent Crime,8,1,05-08-2025
5155,15-06-2025,13-06-2025,13-06-2025 22:56,Hyderabad,100,Assault,40,F,Knife,Violent Crime,7,0,
5156,17-04-2025,16-04-2025,16-04-2025 03:42,Delhi,102,Robbery,27,M,Firearm,Property Crime,10,0,
5157,05-01-2025,04-01-2025,04-01-2025 07:11,Mumbai,100,Assault,41,F,Blunt Object,Violent Crime,3,0,
5158,22-04-2025,22-04-2025,22-04-2025 22:57,Delhi,103,Homicide,13,F,Poison,Violent Crime,15,1,18-06-2025
5159,14-03-2025,11-03-2025,11-03-2025 20:19,Mumbai,103,Homicide,24,M,Knife,Violent Crime,15,0,
5160,19-04-2025,19-04-2025,19-04-2025 06:07,Mumbai,101,Theft,45,F,None,Property Crime,5,1,04-07-2025
5161,01-08-2025,31-07-2025,31-07-2025 23:10,Bangalore,106,Kidnapping,10,M,Blunt Object,Violent Crime,5,0,
5162,23-04-2025,20-04-2025,20-04-2025 02:53,Bangalore,101,Theft,42,M,None,Property Crime,8,1,23-07-2025
5163,18-03-2025,15-03-2025,15-03-2025 09:15,Bangalore,103,Homicide,36,F,Poison,Violent Crime,15,0,
5164,25-04-2025,25-04-2025,25-04-2025 03:41,Mumbai,100,Assault,24,M,Blunt Object,Violent Crime,6,1,23-07-2025
5165,10-10-2024,10-10-2024,10-10-2024 01:29,Ahmedabad,102,Robbery,32,M,Firearm,Property Crime,10,1,03-03-2025
5166,02-12-2024,29-11-2024,29-11-2024 18:26,Kolkata,103,Homicide,25,M,Poison,Violent Crime,15,0,
5167,27-06-2025,24-06-2025,24-06-2025 02:12,Mumbai,101,Theft,43,M,Other,Property Crime,5,0,
5168,20-05-2025,19-05-2025,19-05-2025 11:50,Delhi,100,Assault,36,M,Knife,Violent Crime,7,1,10-07-2025
5169,26-12-2024,26-12-2024,26-12-2024 15:27,Mumbai,101,Theft,46,F,None,Property Crime,3,1,31-05-2025
5170,07-09-2024,07-09-2024,07-09-2024 10:31,Chennai,101,Theft,11,F,None,Property Crime,8,1,09-10-2024
5171,17-10-2024,15-10-2024,15-10-2024 09:46,Mumbai,102,Robbery,24,F,Firearm,Property Crime,10,1,22-04-2025
5172,25-07-2025,22-07-2025,22-07-2025 08:18,Delhi,100,Assault,12,M,None,Violent Crime,8,0,
5173,11-08-2024,11-08-2024,11-08-2024 03:13,Mumbai,100,Assault,23,F,Blunt Object,Violent Crime,3,1,13-06-2025
5174,03-08-2025,03-08-2025,03-08-2025 21:26,Hyderabad,101,Theft,22,F,None,Property Crime,7,0,
5175,28-12-2024,26-12-2024,26-12-2024 17:53,Hyderabad,101,Theft,45,M,Other,Property Crime,6,1,27-07-2025
5176,26-01-2025,25-01-2025,25-01-2025 16:28,Ahmedabad,104,Cyber Crime,37,M,None,Other Crime,6,0,
5177,15-01-2025,14-01-2025,14-01-2025 11:30,Hyderabad,100,Assault,29,M,None,Violent Crime,5,1,29-04-2025
5178,29-09-2024,29-09-2024,29-09-2024 18:04,Bangalore,100,Assault,22,M,Blunt Object,Violent Crime,4,0,
5179,08-05-2025,07-05-2025,07-05-2025 21:31,Kolkata,103,Homicide,40,F,Firearm,Violent Crime,15,0,
5180,27-01-2025,26-01-2025,26-01-2025 01:12,Chennai,101,Theft,32,F,Other,Property Crime,3,0,
5181,12-06-2025,12-06-2025,12-06-2025 15:43,Mumbai,101,Theft,64,M,Other,Property Crime,3,0,
5182,08-07-2025,05-07-2025,05-07-2025 21:42,Bangalore,105,Vandalism,29,M,Other,Property Crime,8,1,24-07-2025
5183,25-10-2024,25-10-2024,25-10-2024 20:10,Delhi,101,Theft,25,M,Other,Property Crime,2,0,
5184,27-02-2025,26-02-2025,26-02-2025 19:27,Delhi,102,Robbery,19,F,Firearm,Property Crime,10,1,25-06-2025
5185,25-05-2025,22-05-2025,22-05-2025 00:19,Chennai,101,Theft,26,M,None,Property Crime,8,1,20-07-2025
5186,18-02-2025,18-02-2025,18-02-2025 20:30,Mumbai,101,Theft,21,F,None,Property Crime,6,0,
5187,09-09-2024,08-09-2024,08-09-2024 23:51,Mumbai,106,Kidnapping,59,M,None,Violent Crime,8,1,01-04-2025
5188,01-10-2024,30-09-2024,30-09-2024 11:01,Mumbai,102,Robbery,23,F,Knife,Property Crime,7,1,17-03-2025
5189,12-10-2024,12-10-2024,12-10-2024 12:57,Delhi,101,Theft,27,F,Other,Property Crime,7,1,03-11-2024
5190,31-10-2024,28-10-2024,28-10-2024 11:35,Kolkata,102,Robbery,26,M,Blunt Object,Property Crime,4,1,02-11-2024
5191,02-04-2025,31-03-2025,31-03-2025 03:25,Pune,100,Assault,16,M,None,Violent Crime,6,1,31-05-2025
5192,16-01-2025,13-01-2025,13-01-2025 23:50,Ahmedabad,104,Cyber Crime,14,F,None,Other Crime,3,1,17-05-2025
